1,1654,10210398,54,97
1,1654,10209315,54,96
1,1653,10209685,53,96
1,1652,10209600,54,96
1,1652,10210057,54,95
1,1653,10210042,54,96
1,1654,10209944,54,96
1,1656,10210285,54,97
1,1656,10209743,54,96
1,1654,10210214,54,96
1,1655,10210116,54,96
1,1655,10210028,54,96
1,1655,10209845,54,96
1,1656,10210200,54,97
1,1658,10210628,54,96
1,1660,10210431,55,96
1,1660,10210885,55,97
1,1658,10210087,54,97
1,1656,10210014,54,97
1,1652,10209600,54,96
1,1653,10209772,53,96
1,1653,10210314,54,96
1,1653,10210314,54,96
1,1653,10209772,54,96
1,1653,10209772,54,96
1,1654,10209673,54,96
1,1654,10210214,54,96
1,1653,10210314,54,96
1,1655,10210116,54,96
1,1655,10210657,54,96
1,1655,10210116,54,97
1,1656,10210555,54,97
1,1654,10210398,54,95
1,1651,10210427,54,96
1,1651,10210968,53,96
1,1651,10209614,54,96
1,1650,10210339,54,95
1,1650,10209798,54,96
1,1651,10209970,54,96
1,1653,10210496,54,96
1,1654,10209944,54,96
1,1655,10210386,54,96
1,1654,10209944,54,96
1,1654,10209944,54,96
1,1653,10210855,54,95
1,1653,10210314,54,96
1,1653,10210226,54,96
1,1653,10210226,54,96
1,1654,10210485,54,96
1,1655,10210928,54,96
1,1653,10210855,54,96
1,1652,10210412,54,96
1,1651,10210782,54,95
1,1650,10210339,54,95
1,1651,10210511,54,96
1,1650,10210339,53,95
1,1651,10210968,53,95
1,1649,10210712,53,93
1,1647,10210910,53,95
1,1645,10209841,54,95
1,1646,10211008,54,95
1,1646,10210738,54,95
1,1648,10210540,54,94
1,1649,10210712,54,94
1,1649,10210982,54,95
1,1651,10210697,54,95
1,1649,10210712,53,95
1,1648,10210540,53,95
1,1646,10210822,53,95
1,1646,10210196,54,94
1,1648,10211082,54,95
1,1648,10211082,54,95
1,1648,10210625,54,95
1,1649,10211253,54,95
1,1651,10211594,54,95
1,1648,10211622,54,95
1,1648,10211082,54,95
1,1646,10210738,54,94
1,1646,10211363,54,95
1,1646,10210822,54,95
1,1647,10211451,54,95
1,1647,10211451,54,95
1,1647,10210723,54,96
1,1648,10210810,54,95
1,1649,10211795,54,95
1,1649,10211338,54,95
1,1651,10211239,54,95
1,1651,10211594,54,94
1,1653,10211309,54,95
1,1654,10211481,54,95
1,1654,10211568,54,95
1,1654,10212022,54,95
1,1651,10211323,53,95
